,Coach,From,To,Last School,Yrs,G,W,L,W-L%,CREG,CTRN,NCAA,FF,NC
1759,Lake Kelly,1972,1990,Oral Roberts,13,365,219,146,.600,3,1,3,0,0
1760,Mike Kelly,1900,1903,Butler,4,14,6,8,.429,0,0,,,
1761,Thomas Kelly,1913,1917,Alabama,3,41,18,23,.439,0,0,,,
1762,Pat Kelsey,2013,2016,Winthrop,4,128,76,52,.594,1,0,0,0,0
1763,Thomas Kenneally,1945,1945,Rutgers,1,14,11,3,.786,0,0,0,0,0
1764,Andy Kennedy,2006,2016,Mississippi,11,372,233,139,.626,2,1,2,0,0
1765,Billy Kennedy,1998,2016,Texas A&M,18,558,310,248,.556,5,2,3,0,0
1766,Bud Kennedy,1957,1966,Florida State,10,247,121,126,.490,0,0,0,0,0
1767,Burt Kennedy,1909,1914,Lake Forest,6,78,50,28,.641,0,0,,,
1768,Don Kennedy,1966,1972,Saint Peter's,7,176,110,66,.625,3,0,0,0,0
1769,Pat Kennedy,1981,2011,Towson,31,942,487,455,.517,4,3,8,0,0
1770,Neil Kennett,1983,1989,Wagner,7,196,81,115,.413,0,0,0,0,0
1771,Dan Kenney,1993,1998,Winthrop,6,164,51,113,.311,0,0,0,0,0
1772,Ernie Kent,1992,2016,Washington State,21,640,347,293,.542,2,3,6,0,0
1773,Maurice Kent,1910,1927,Northwestern,15,218,96,122,.440,0,0,,,
1774,William Kenyon,1938,1945,Maine,6,75,30,45,.400,0,0,0,0,0
1775,George Keogan,1916,1943,Notre Dame,23,488,371,116,.762,0,0,0,0,0
1776,Frank Kerns,1982,1995,Georgia Southern,14,376,244,132,.649,4,3,3,0,0
1777,Andrew Kerr,1922,1926,Stanford,5,80,54,26,.675,0,0,,,
1778,Joseph Kersey,1909,1909,St. John's (NY),1,15,9,6,.600,0,0,,,
1779,Jim Kerwin,1993,2003,Western Illinois,11,309,134,175,.434,0,0,0,0,0
1780,Ron Kestenbaum,1980,1992,Brooklyn,7,192,101,91,.526,2,0,0,0,0
1781,Ellison Ketchum,1941,1949,Denver,6,123,63,60,.512,0,0,0,0,0
1782,Weir Ketler,1911,1913,Grove City,3,39,32,7,.821,0,0,,,
1783,Thomas Kibler,1909,1925,Washington College,12,157,125,32,.796,0,0,,,
1784,Arthur Kiefaber,1913,1914,Pennsylvania,2,34,10,24,.294,0,0,,,
1785,Matt Kilcullen,1992,1998,North Florida,7,192,93,99,.484,1,1,1,0,0
1786,Kilduff,1916,1916,University of California,1,16,11,5,.688,1,0,,,
1787,Jim Killingsworth,1972,1987,Texas Christian,16,452,261,191,.577,5,1,3,0,0
1788,Edwin Kimball,1936,1941,Brigham Young,4,97,59,38,.608,0,0,0,0,0
1789,John Kimmell,1900,1911,Indiana State,11,100,28,72,.280,0,0,,,
1790,Bob King,1963,1978,Indiana State,13,349,236,113,.676,3,0,1,0,0
1791,George King,1961,1972,Purdue,12,318,211,107,.664,4,3,4,1,0
1792,Jim King,1976,1980,Tulsa,5,126,43,83,.341,0,0,0,0,0
1793,Tom King,1926,1930,Louisville,5,65,38,27,.585,0,0,,,
1794,Bob Kinnan,1941,1946,Washington (MO),4,86,38,48,.442,0,0,0,0,0
1795,Glen Kinney,1979,1981,Portland State,3,80,18,62,.225,0,0,0,0,0
1796,Orson Kinney,1921,1922,Yale,2,51,21,30,.412,0,0,,,
1797,Alton Kircher,1950,1950,Michigan State,1,22,4,18,.182,0,0,0,0,0
1798,Dana Kirk,1977,1986,Memphis,10,296,215,81,.726,3,3,5,1,0
1799,Kirk,1903,1903,Mount Union,1,14,7,7,.500,0,0,,,
1800,Bill Kirsch,1977,1982,Siena,6,156,82,74,.526,0,0,0,0,0
1801,Jimmy Kitts,1933,1938,Rice,6,114,58,56,.509,1,0,,,
1802,Chris Kjeldsen,1944,1944,Pacific,1,19,13,6,.684,0,0,0,0,0
1803,Frank Kleeberger,1912,1912,Arizona,1,4,2,2,.500,0,0,,,
1804,L.F. Klein,1946,1946,Nebraska,1,20,7,13,.350,0,0,0,0,0
1805,W.G. Klein,1921,1922,Florida,2,21,10,11,.476,0,0,,,
1806,Bob Klenck,1941,1943,Saint Louis,3,58,22,36,.379,0,0,0,0,0
1807,William Kline,1912,1925,Nebraska,8,145,112,33,.772,0,0,,,
1808,Bill Klucas,1974,1975,Milwaukee,2,52,22,30,.423,0,0,0,0,0
1809,Bob Knight,1966,2008,Texas Tech,42,1273,899,374,.706,11,0,28,5,3
1810,F. Knight,1896,1896,Drexel,1,1,0,1,.000,0,0,,,
1811,Pat Knight,2008,2014,Lamar,7,202,79,123,.391,1,1,1,0,0
1812,Chris Knoche,1991,1997,American,7,195,77,118,.395,0,0,0,0,0
1813,Don Knodel,1967,1974,Rice,8,203,77,126,.379,1,0,1,0,0
1814,Fritz Knorr,1945,1946,Kansas State,2,47,14,33,.298,0,0,0,0,0
1815,E.A. Knoth,1921,1921,Kansas State,1,19,14,5,.737,0,0,,,
1816,Walter Knox,1908,1908,Montana State,1,9,8,1,.889,0,0,,,
1817,John H. Kobs,1925,1926,Michigan State,2,37,11,26,.297,0,0,,,
1818,B.H. Koehler,1908,1908,Army,1,12,9,3,.750,0,0,,,
1819,John Koehler,1907,1909,Denver,3,36,14,22,.389,0,0,,,
1820,C.F. Kogel,1908,1908,Princeton,1,17,7,10,.412,0,0,,,
1821,Eric Konkol,2016,2016,Louisiana Tech,1,32,23,9,.719,0,0,0,0,0
1822,George Koonsman,1920,1920,Denver,1,9,1,8,.111,0,0,,,
1823,Tom Korn,1944,1944,Loyola Marymount,1,5,4,1,.800,0,0,0,0,0
1824,Ron Kornegay,1984,1987,Monmouth,4,89,28,61,.315,0,0,0,0,0
1825,Tod Kowalczyk,2003,2016,Toledo,14,443,238,205,.537,1,0,0,0,0
1826,Jack Kraft,1962,1981,Rhode Island,20,529,345,184,.652,1,0,7,1,0
1827,George Krajack,1968,1971,Xavier,4,103,34,69,.330,0,0,0,0,0
1828,A.C. Krause,1924,1927,Western State,4,40,14,26,.350,0,0,,,
1829,Jerry Krause,1984,1985,Eastern Washington,2,53,16,37,.302,0,0,0,0,0
1830,Moose Krause,1940,1951,Notre Dame,10,171,109,62,.637,0,0,0,0,0
1831,Ron Krayel,1987,1987,Monmouth,1,20,7,13,.350,0,0,0,0,0
1832,C.L. Krebs,1907,1909,Washington & Lee,3,27,15,12,.556,0,0,,,
1833,Pete Krebs,1909,1909,Virginia Military Institute,1,6,3,3,.500,0,0,,,
1834,John Kresse,1992,2002,College of Charleston,11,322,258,64,.801,9,3,4,0,0
1835,Ben Kribbs,1953,1962,Bucknell,10,221,97,124,.439,0,0,0,0,0
1836,Anselm Krieger,1945,1946,St. Bonaventure,2,25,15,10,.600,0,0,0,0,0
1837,Earl Krieger,1922,1922,Bowling Green State,1,14,4,10,.286,0,0,,,
1838,Rob Krimmel,2013,2016,Saint Francis (PA),4,122,44,78,.361,0,0,0,0,0
1839,Lon Kruger,1983,2016,Oklahoma,30,948,588,360,.620,2,2,17,1,0
1840,Herb Krusen,1988,1988,Western Carolina,1,27,8,19,.296,0,0,0,0,0
1841,Larry Krystkowiak,2005,2016,Utah,7,230,137,93,.596,0,2,4,0,0
1842,Mike Krzyzewski,1976,2016,Duke,41,1363,1043,320,.765,12,13,32,12,5
1843,Dick Kuchen,1979,1999,Yale,20,532,231,301,.434,0,0,0,0,0
1844,John Kuester,1984,1990,George Washington,7,203,81,122,.399,0,0,0,0,0
1845,John Kundla,1960,1968,Minnesota,9,215,110,105,.512,0,0,0,0,0
1846,Anthony Kuolt,1960,1962,Rutgers,3,69,32,37,.464,0,0,0,0,0
1847,Oscar Kuolt,1911,1918,Union (NY),3,37,29,8,.784,0,0,,,
1848,Hank Kuzma,1959,1959,Loyola (LA),1,26,10,16,.385,0,0,0,0,0
1849,Jack Kvancz,1977,1981,Catholic,5,129,43,86,.333,0,0,0,0,0
1850,Alan Kyber,1967,1969,American,3,73,34,39,.466,0,0,0,0,0
1851,Frank La Porte,1974,1979,Saint Mary's (CA),6,162,69,93,.426,0,0,0,0,0
1852,Bud Laabs,1945,1946,New Mexico State,2,35,14,21,.400,0,0,0,0,0
1853,Jerry Lace,1969,1974,Cornell,5,115,32,83,.278,0,0,0,0,0
1854,Jay Ladner,2015,2016,Southeastern Louisiana,2,65,21,44,.323,0,0,0,0,0
1855,Metz LaFollette,1960,1963,West Texas A&M,4,90,29,61,.322,0,0,0,0,0
1856,George Lain,1910,1910,New Mexico State,1,8,3,5,.375,0,0,,,
1857,Robbie Laing,2004,2013,Campbell,10,299,114,185,.381,1,0,0,0,0
1858,Red Laird,1932,1955,Virginia Tech,14,314,120,194,.382,0,0,0,0,0
1859,Jimmy Lallathin,2015,2015,Kennesaw State,1,32,10,22,.313,0,0,0,0,0
1860,Dobbie Lambert,1958,1962,Montana State,5,124,61,63,.492,0,0,0,0,0
1861,Eugene Lambert,1943,1960,Alabama,12,298,182,116,.611,2,0,3,1,0
1862,Paul Lambert,1967,1978,Southern Illinois,12,314,183,131,.583,1,1,1,0,0
1863,Piggy Lambert,1917,1946,Purdue,29,523,371,152,.709,11,0,0,0,0
1864,Elmer Lampe,1939,1950,Dartmouth,12,273,126,147,.462,0,0,0,0,0
1865,John Lance,1927,1931,Pittsburg State,5,103,86,17,.835,0,0,,,
1866,Howie Landa,1995,1995,Nevada-Las Vegas,1,7,5,2,.714,0,0,0,0,0
1867,Paul Landis,1926,1942,Bowling Green State,17,289,156,133,.540,0,0,0,0,0
1868,Paul Landreaux,1990,1991,Saint Mary's (CA),2,40,11,29,.275,0,0,0,0,0
1869,Fletcher Lane,1908,1908,Illinois,1,26,20,6,.769,0,0,,,
1870,Henry Lane,1907,1909,Dartmouth,3,48,35,13,.729,0,0,,,
1871,Malcolm Laney,1945,1945,Alabama,1,15,10,5,.667,0,0,0,0,0
1872,Benjamin Lang,1910,1910,Dartmouth,1,10,6,4,.600,0,0,,,
1873,Bill Lange,1940,1944,North Carolina,5,126,85,41,.675,2,1,1,0,0
1874,Billy Lange,2005,2011,Navy,7,207,92,115,.444,0,0,0,0,0
1875,William Lange,1926,1927,Muskingum,2,40,36,4,.900,0,0,,,
1876,Matt Langel,2012,2016,Colgate,5,156,61,95,.391,0,0,0,0,0
1877,Fred Langley,2011,2011,Wyoming,1,6,1,5,.167,0,0,0,0,0
1878,Rob Lanier,2002,2005,Siena,4,128,58,70,.453,0,1,1,0,0
1879,Henry Lannigan,1906,1929,Virginia,24,350,254,95,.728,1,0,,,
1880,Greg Lansing,2011,2016,Indiana State,6,197,109,88,.553,0,1,1,0,0
1881,Joe Lapchick,1937,1965,St. John's (NY),20,464,334,130,.720,6,0,1,0,0
1882,Mike LaPlante,2001,2008,Jacksonville State,8,232,95,137,.409,0,0,0,0,0
1883,Steve Lappas,1989,2005,Massachusetts,17,517,280,237,.542,2,1,4,0,0
1884,P.A. Larned,1921,1921,Vermont,1,15,10,5,.667,0,0,,,
1885,Harry Larrabee,1987,1991,Texas State,5,136,55,81,.404,0,0,0,0,0
1886,Jim Larranaga,1987,2016,Miami (FL),30,925,560,365,.605,6,4,7,1,0
1887,Bruce Larson,1962,1972,Arizona,11,284,136,148,.479,0,0,0,0,0
1888,Anthony Latina,2014,2016,Sacred Heart,3,93,32,61,.344,0,0,0,0,0
1889,William Lauer,1907,1907,Muhlenburg,1,8,4,3,.571,0,0,,,
1890,Bobby Laughlin,1956,1965,Morehead State,10,238,136,102,.571,4,0,3,0,0
1891,Billy Laval,1920,1933,South Carolina,9,149,82,67,.550,1,1,,,
1892,P.E. Lavik,1926,1928,Colorado State,3,37,11,26,.297,1,0,,,
1893,Rudy Lavik,1928,1947,Arizona State,14,259,133,126,.514,0,0,0,0,0
1894,John Lavin,1920,1926,Saint Joseph's,7,112,50,62,.446,0,0,,,
1895,Steve Lavin,1997,2015,St. John's (NY),12,387,237,150,.612,1,0,8,0,0
1896,Jake Lawlor,1943,1948,Nevada,4,108,70,38,.648,0,0,0,0,0
1897,Karl Lawrence,1942,1949,Colgate,8,129,74,55,.574,0,0,0,0,0
1898,Red Lawson,1952,1965,Georgia,14,353,112,241,.317,0,0,0,0,0
1899,John Lawther,1927,1949,Penn State,22,426,302,124,.709,0,0,1,0,0
1900,Frank Layden,1969,1976,Niagara,8,216,119,97,.551,0,0,1,0,0
1901,Dale Layer,2001,2015,Liberty,13,404,185,219,.458,0,2,2,0,0
1902,Dave Leach,1981,1983,Boise State,3,79,29,50,.367,0,0,0,0,0
1903,Jack Leaman,1967,1979,Massachusetts,13,343,217,126,.633,8,0,0,0,0
1904,Doyle Leathers,1917,1922,Gettysburg,6,77,50,27,.649,0,0,,,
1905,Jeff Lebo,1999,2016,East Carolina,18,566,310,256,.548,2,0,0,0,0
1906,Bob Leckie,2001,2006,Saint Peter's,6,174,67,107,.385,0,0,0,0,0
1907,Bebe Lee,1946,1956,Colorado,9,210,91,119,.433,2,0,2,1,0
1908,Billy Lee,1986,2003,Campbell,18,502,216,286,.430,0,1,1,0,0
1909,Brooks Lee,2010,2010,North Carolina-Wilmington,1,10,2,8,.200,0,0,0,0,0
1910,Hal Lee,1930,1930,Auburn,1,11,1,10,.091,0,0,,,
1911,Robert Lee,2005,2010,Louisiana-Lafayette,6,180,80,100,.444,1,1,1,0,0
1912,Roy Leenig,1956,1961,Holy Cross,6,152,104,48,.684,0,0,1,0,0
1913,Alan LeForce,1991,1996,East Tennessee State,6,178,108,70,.607,2,2,2,0,0
1914,Bob Snake LeGrand,1977,1987,Texas-Arlington,11,306,122,184,.399,0,0,0,0,0
1915,Frank Lehmer,1897,1899,Nebraska,3,10,7,3,.700,0,0,,,
1916,Venty Leib,1944,1944,Brooklyn,1,20,6,14,.300,0,0,0,0,0
1917,Dan Leibovitz,2007,2010,Hartford,4,128,46,82,.359,0,0,0,0,0
1918,Dave Leitao,1995,2016,Virginia,10,303,152,151,.502,2,0,2,0,0
1919,James Lemon,1926,1927,George Washington,2,29,13,16,.448,0,0,,,
1920,Abe Lemons,1956,1985,Texas,29,787,488,299,.620,2,0,8,0,0
1921,Ted Lenhardt,1964,1964,Tulane,1,23,1,22,.043,0,0,0,0,0
1922,Valentine Lentz,1940,1943,Army,4,62,31,31,.500,0,0,0,0,0
1923,John Leonard,1997,1999,Manhattan,3,83,26,57,.313,0,0,0,0,0
1924,John Leone,1989,1995,Lafayette,7,196,68,128,.347,0,0,0,0,0
1925,Jim Les,2003,2016,UC-Davis,14,449,218,231,.486,1,0,1,0,0
1926,Lawrence Lesett,2005,2007,Maryland-Eastern Shore,3,88,13,75,.148,0,0,0,0,0
1927,Earl Leslie,1933,1936,Penn State,4,57,29,28,.509,0,0,,,
1928,George Levis,1918,1919,Carleton College,2,24,17,7,.708,0,0,,,
1929,Adolph Lewandowski,1933,1945,Nebraska,10,206,81,125,.393,0,0,0,0,0
1930,Fred B. Lewis,1963,1968,Syracuse,6,148,91,57,.615,0,0,1,0,0
1931,George Lewis,1921,1922,Indiana,2,41,25,16,.610,0,0,,,
1932,Guy Lewis,1957,1986,Houston,30,871,592,279,.680,2,4,14,5,0
1933,Hosea Lewis,2003,2003,Tennessee State,1,16,0,16,.000,0,0,0,0,0
1934,Jerry Lewis,1983,1983,Mississippi Valley State,1,28,11,17,.393,0,0,0,0,0
1935,Todd Lickliter,2002,2010,Iowa,9,288,169,119,.587,3,0,2,0,0
1936,William Lidston,1935,1937,Loyola (MD),3,53,26,27,.491,0,0,,,
1937,Dick Lien,1983,1985,Green Bay,3,84,22,62,.262,0,0,0,0,0
1938,Allen Lincoln,1932,1938,Sewanee,7,98,13,85,.133,0,0,,,
1939,Ben Lindsey,1983,1983,Arizona,1,28,4,24,.143,0,0,0,0,0
1940,Charles Lingle,1926,1926,Lehigh,1,14,13,1,.929,0,0,,,
1941,John Linn,1979,1980,George Mason,2,51,22,29,.431,0,0,0,0,0
1942,Cord Lipe,1930,1930,Marquette,1,23,11,12,.478,0,0,,,
1943,George Little,1915,1922,Miami (OH),6,85,47,38,.553,0,0,,,
1944,Larry Little,1972,1985,Hawaii,14,379,203,176,.536,0,0,0,0,0
1945,Willie Little,1984,1987,Illinois-Chicago,4,118,66,52,.559,1,0,0,0,0
1946,Craig Littlepage,1983,1988,Rutgers,6,165,63,102,.382,1,0,1,0,0
1947,Gene Littles,1978,1979,North Carolina A&T,2,55,40,15,.727,2,2,0,0,0
1948,Jimmy Littleton,1971,1972,Trinity (TX),2,45,11,34,.244,0,0,0,0,0
1949,Harry Litwack,1953,1973,Temple,21,566,373,193,.659,4,0,6,2,0
1950,Walter Livingston,1912,1927,Denison,16,236,180,56,.763,0,0,,,
1951,Paul Lizzo,1976,1995,Long Island University,20,553,245,308,.443,2,1,2,0,0
1952,H.B. Lloyd,1912,1913,Wooster,2,21,14,7,.667,0,0,,,
1953,Richard Lloyd,1972,1973,Rutgers,2,51,29,22,.569,0,0,0,0,0
1954,Al Lobalbo,1970,1980,Fairleigh Dickinson,11,270,128,142,.474,0,0,0,0,0
1955,Art Loche,1966,1972,Vermont,7,165,69,96,.418,0,0,0,0,0
1956,Fred Locke,1909,1909,Grove City,1,15,9,6,.600,0,0,,,
1957,Tates Locke,1964,1994,Indiana State,19,508,244,264,.480,1,1,2,0,0
1958,Kenneth Loeffler,1936,1957,Texas A&M,16,387,227,160,.587,0,0,2,2,1
1959,William Logan,1944,1944,Princeton,1,18,6,12,.333,0,0,0,0,0
1960,Dutch Lonborg,1924,1950,Northwestern,27,506,288,216,.571,2,0,0,0,0
1961,Mike Lonergan,2006,2016,George Washington,11,359,221,138,.616,3,1,2,0,0
1962,Pete Lonergan,1974,1985,Niagara,10,271,137,134,.506,0,0,0,0,0
1963,E.V. Long,1913,1913,Wichita State,1,12,1,11,.083,0,0,,,
1964,F.M. Long,1912,1913,Louisiana State,2,15,6,9,.400,0,0,,,
1965,John Long,1944,1944,Catholic,1,24,17,7,.708,0,0,1,0,0
1966,Royce Long,1915,1916,Northern Colorado,2,8,3,5,.375,0,0,,,
1967,Dick Longo,1972,1973,Tulane,2,52,20,32,.385,0,0,0,0,0
1968,Tim Loomis,1994,1995,Florida Atlantic,2,54,12,42,.222,0,0,0,0,0
1969,Dave Loos,1991,2016,Austin Peay,26,800,409,391,.511,5,4,4,0,0
1970,Ray Lopes,2003,2005,Fresno State,3,87,50,37,.575,1,0,0,0,0
1971,H.A. Lorenz,1930,1935,Lafayette,6,93,37,56,.398,0,0,,,
1972,Harry Lothes,1944,1944,West Virginia,1,19,8,11,.421,0,0,0,0,0
1973,John Lotz,1974,1979,Florida,6,160,79,81,.494,0,0,0,0,0
1974,P.W. Loudon,1915,1916,Dartmouth,2,40,17,23,.425,0,0,,,
1975,Sidney Lowe,2007,2011,North Carolina State,5,164,86,78,.524,0,0,0,0,0
1976,Chris Lowery,2005,2012,Southern Illinois,8,261,145,116,.556,2,1,3,0,0
1977,Emmett Lowery,1948,1959,Tennessee,12,279,169,110,.606,0,0,0,0,0
1978,Guy Lowman,1909,1920,Wisconsin,9,156,100,56,.641,1,0,,,
1979,Jerry Loyd,1990,1994,Louisiana Tech,5,145,72,73,.497,2,1,1,0,0
1980,Ben Lubic,1921,1921,Duquesne,1,17,10,7,.588,0,0,,,
1981,Charles Luce,1967,1971,Boston University,5,119,49,70,.412,0,0,0,0,0
1982,Emory Luck,1974,1976,Northern Illinois,3,74,21,53,.284,0,0,0,0,0
1983,Woody Ludwig,1944,1947,Bucknell,4,65,36,29,.554,0,0,0,0,0
1984,Fred Luehring,1913,1920,Princeton,8,143,100,43,.699,0,0,,,
1985,Bob Luksta,1969,1972,Loyola (LA),4,101,47,54,.465,0,0,0,0,0
1986,Bart Lundy,2004,2009,High Point,6,183,96,87,.525,0,0,0,0,0
1987,Billy Lush,1909,1922,Navy,6,93,82,11,.882,0,0,,,
1988,William Lush,1907,1916,New York University,7,148,90,57,.612,1,0,,,
1989,Paul Lusk,2012,2016,Missouri State,5,161,71,90,.441,0,0,0,0,0
1990,W.F. Lusk,1909,1909,Wisconsin-Stevens Point,1,8,4,4,.500,0,0,,,
1991,Cal Luther,1959,1999,Tennessee-Martin,23,582,299,283,.514,3,1,2,0,0
1992,Bobby Lutz,1999,2010,Charlotte,12,376,218,158,.580,1,2,5,0,0
1993,John Lyles,1995,1999,Southeastern Louisiana,5,135,49,86,.363,1,0,0,0,0
1994,Jim Lynam,1969,1981,Saint Joseph's,10,276,158,118,.572,2,1,1,0,0
1995,Daniel Lynch,1949,1969,St. Francis (NY),21,520,283,237,.544,3,0,0,0,0
1996,E.H. Lynch,1927,1927,Northern Arizona,1,20,17,3,.850,0,0,,,
1997,Nip Lynch,1927,1928,St. Francis (NY),2,31,11,20,.355,0,0,,,
1998,Jerry Lyne,1975,1980,Loyola (IL),6,146,72,74,.493,1,0,0,0,0
1999,Bill Lynn,1963,1973,Auburn,11,261,135,126,.517,0,0,0,0,0
2000,Paul Lynner,1967,1972,Hofstra,6,150,77,73,.513,0,0,0,0,0
2001,Nick Macarchuk,1978,2005,Stony Brook,28,802,374,428,.466,4,2,1,0,0
2002,Mike MacDonald,1998,2006,Canisius,9,261,108,153,.414,0,0,0,0,0
2003,E.T. MacDonnell,1918,1918,Wake Forest,1,16,4,12,.250,0,0,,,
2004,Walter Mace,1918,1919,Yale,2,30,14,16,.467,0,0,,,
2005,Chuck Machock,1985,1985,Central Florida,1,28,10,18,.357,0,0,0,0,0
2006,Chris Mack,2010,2016,Xavier,7,239,162,77,.678,2,0,6,0,0
2007,Kevin Mackey,1984,1990,Cleveland State,7,211,142,69,.673,2,1,1,0,0
2008,Bob MacKinnon,1959,1972,Canisius,14,305,142,163,.466,0,0,0,0,0
2009,John Macklin,1911,1916,Michigan State,6,86,48,38,.558,0,0,,,
2010,John MacLeod,1968,1999,Notre Dame,14,389,196,193,.504,0,0,0,0,0
2011,David MacMillan,1921,1927,Idaho,7,130,94,36,.723,2,0,,,
2012,Sam MacNeil,1960,1968,Cornell,9,218,139,79,.638,0,0,0,0,0
2013,Mark Macon,2010,2012,Binghamton,3,93,23,70,.247,0,0,0,0,0
2014,Kyle Macy,1998,2006,Morehead State,9,250,106,144,.424,1,0,0,0,0
2015,Slip Madigan,1921,1930,Saint Mary's (CA),10,122,55,67,.451,0,0,,,
2016,R.C. Madison,1939,1942,Lafayette,4,70,29,41,.414,0,0,0,0,0
2017,Don Maestri,1994,2013,Troy,20,587,291,296,.496,6,1,1,0,0
2018,Dave Magarity,1979,2004,Marist,23,648,313,335,.483,3,1,1,0,0
2019,Jack Magee,1967,1972,Georgetown,6,147,68,79,.463,0,0,0,0,0
2020,Chick Maghee,1915,1916,Millsaps,2,18,11,7,.611,0,0,,,
2021,Paul Magoffin,1909,1909,North Dakota State,1,15,11,4,.733,0,0,,,
2022,Buddy Mahar,1979,1984,Columbia,6,156,70,86,.449,0,0,0,0,0
2023,Happy Mahfouz,1979,1979,Arkansas-Little Rock,1,26,6,20,.231,0,0,0,0,0
2024,Hoddy Mahon,1982,1982,Seton Hall,1,27,11,16,.407,0,0,0,0,0
2025,Brian Mahoney,1979,1996,St. John's (NY),7,192,72,120,.375,0,0,1,0,0
2026,Chris Mahoney,1908,1909,Fordham,2,55,31,24,.564,0,0,,,
2027,John Mahoney,1908,1909,Canisius,2,14,9,5,.643,0,0,,,
2028,Alphonse Mahrt,1915,1919,Dayton,3,21,9,12,.429,0,0,,,
2029,Magnus Mainland,1906,1907,Texas,2,16,11,5,.688,0,0,,,
2030,Dan Majerle,2014,2016,Grand Canyon,3,96,59,37,.615,0,0,0,0,0
2031,Rick Majerus,1984,2012,Saint Louis,25,733,517,216,.705,11,5,13,1,0
2032,Alan Major,2011,2015,Charlotte,5,137,67,70,.489,0,0,0,0,0
2033,Mike Maker,2015,2016,Marist,2,62,14,48,.226,0,0,0,0,0
2034,Bus Male,1952,1957,Virginia,6,155,67,88,.432,0,0,0,0,0
2035,Brendan Malone,1985,1986,Rhode Island,2,56,17,39,.304,0,0,0,0,0
2036,H.W. Maloney,1914,1915,Stanford,2,21,11,10,.524,0,0,,,
2037,James Maloney,1966,1968,Niagara,3,73,35,38,.479,0,0,0,0,0
2038,Jock Maloney,1918,1923,Georgetown,2,27,19,8,.704,0,0,,,
2039,Cliff Malpass,1977,1980,Tennessee Tech,4,104,34,70,.327,0,0,0,0,0
2040,Jeff Mangold,1945,1945,Baylor,1,6,0,6,.000,0,0,0,0,0
2041,Leslie Mann,1920,1926,Springfield,5,73,43,30,.589,0,0,,,
2042,Danny Manning,2013,2016,Wake Forest,4,130,62,68,.477,1,1,1,0,0
2043,Red Manning,1959,1974,Duquesne,16,385,247,138,.642,0,0,2,0,0
2044,Press Maravich,1957,1975,Appalachian State,16,401,175,226,.436,0,1,1,0,0
2045,Marty Marbach,1988,1992,Canisius,5,143,49,94,.343,0,0,0,0,0
2046,Jack Margenthaler,1982,1992,Western Illinois,11,312,153,159,.490,1,1,0,0,0
2047,Bertram Maris,1908,1912,Notre Dame,5,98,78,20,.796,0,0,,,
2048,Joe Markham,1914,1914,Montana State,1,15,10,5,.667,0,0,,,
2049,Ryan Marks,2010,2013,Texas-Rio Grande Valley,4,128,39,89,.305,0,0,0,0,0
2050,Wally Marks,1928,1938,Indiana State,9,148,90,58,.608,0,0,,,
2051,Bob Marlin,1999,2016,Louisiana-Lafayette,18,555,332,223,.598,5,3,3,0,0
2052,T.S. Marlor,1906,1906,Trinity (CT),1,10,3,7,.300,0,0,,,
2053,Donnie Marsh,2001,2004,Florida International,4,115,31,84,.270,0,0,0,0,0
2054,Gregg Marshall,1999,2016,Wichita State,18,592,424,168,.716,10,8,12,1,0
2055,Robert Marshall,1919,1919,Richmond,1,6,1,5,.167,0,0,,,
2056,Phil Martelli,1996,2016,Saint Joseph's,21,676,403,273,.596,6,3,7,0,0
2057,Chuck Martin,2009,2013,Marist,5,159,41,118,.258,0,0,0,0,0
2058,Cuonzo Martin,2009,2016,University of California,8,273,165,108,.604,1,0,2,0,0
2059,Deane Martin,2012,2012,Idaho State,1,20,7,13,.350,0,0,0,0,0
2060,Don Martin,1954,1962,Boston College,9,211,109,102,.517,0,0,1,0,0
2061,Edward Martin,1978,1985,Tennessee State,8,189,106,83,.561,0,0,0,0,0
2062,Frank Martin,2008,2016,South Carolina,9,304,187,117,.615,0,0,4,0,0
2063,Jack Martin,1951,1976,Lamar,8,198,86,112,.434,1,0,0,0,0
2064,Mike Martin,1989,1990,Stephen F. Austin,2,55,12,43,.218,0,0,0,0,0
2065,Mike Martin,2013,2016,Brown,4,116,49,67,.422,0,0,0,0,0
2066,Ray Martin,1999,2002,Long Island University,4,91,30,61,.330,0,0,0,0,0
2067,Wayne Martin,1979,1987,Morehead State,9,250,130,120,.520,1,2,2,0,0
2068,Zeke Martin,1908,1912,Vanderbilt,3,36,18,18,.500,0,0,,,
2069,John Masi,2002,2005,UC-Riverside,4,106,34,72,.321,0,0,0,0,0
2070,Steve Masiello,2012,2016,Manhattan,5,163,92,71,.564,0,2,2,0,0
2071,A.A. Mason,1913,1913,Tulane,1,10,7,3,.700,0,0,,,
2072,Bashir Mason,2013,2016,Wagner,4,126,71,55,.563,1,0,0,0,0
2073,Joel Mason,1949,1950,Wayne State (MI),2,46,18,28,.391,0,0,0,0,0
2074,Rollie Massimino,1974,2003,Cleveland State,28,856,481,375,.562,5,2,11,1,1
2075,Matt Matheny,2010,2016,Elon,7,224,108,116,.482,1,0,0,0,0
2076,E.J. Mather,1912,1928,Michigan,14,203,137,66,.675,3,0,,,
2077,Philip Mathews,1996,2004,San Francisco,9,262,138,124,.527,0,1,1,0,0
2078,Thad Matta,2001,2016,Ohio State,16,561,422,139,.752,8,7,13,2,0
2079,Williams Matthews,1963,1964,Virginia Tech,2,47,28,19,.596,0,0,0,0,0
